,text,sentiment
532,puke in my mouth the brilliant response to  in my pants  httptinyurlcomcy8z7y  over the top wrong,1
533,good morning haha i just read that the swine flu probably not comes from pigs at all but from people poor pigs who got all the blame,1
534,is bummed outi dont have even one testimonial on flickr,0
535, i am sorry that you are feeling that way,0
536,yeah so prom night is now the craft good movie,2
537,having the flu not the swinishone but the flu,1
538, dont go to logan square were pretty sure the shirt isnt there  1 more philly local tmrw,0
539, you should see our floors before you make that offer  let me know if you dont receive a call soon,1
540,    i am sending healthy healing thoughts in the mumborgs direction,2
541,not at prom ha chinese iced chai and some old school pokemon good night,2
542,prayers for my family and my dog  mozart is being put down this afternoon   pics of him at httptinyurlcommozartdog,1
543,went on a short flight around the geelong waterfront  surprised at how well i handled it as im still exhausted from last weeks meetup,2
544, ill keep yall in my prayers but welcome back to tx  hope you have a goodsafe flight,2
545,good morning scary world,0
546,is back at working auditing away time to make the hard decisions and be happy,2
547,  ummmm no comment lol i actually have not watched gh in about a week,2
548, i think u have more than enough friends now including me lol,1
549,zsnagy presents  http,1
550,layne  hmm whats ur fav movie tv shows,1
551, 3 your gonna be the first  twitter  cause your amazing lol come to canada  would do anything to see you perform,2
552, thankfully that face only shows up for photoshoots,2
553, dont worry the bizarre will find you,2
554, sorry  i have failed to grasp your meaning,0
555,walker21 sadly no ill be going to the killumbus show i really want to but no one wants to drive me there,1
556, morning lou i have some housework to do then im off to church,1
557,extremely happy to see my new track the awakening featured on indivibe   http,2
558, hahaha n im a do the same for u,1
559,i love my mom happy mothers day mommies,2
560,just chilling after mcfly last night absoulutely incredible d i love them,2
561,god why cant i be at asylum really i never get to do anything cool,0
562,just got in a fight and kicked out of the bar at least i knocked him out have a fat lip though  pulled another number,1
563,working on mothers day slideshow cake card and balloons  she deserves the best,2
564,early bird gets the worm  and in my case birder gets to witness the carnage,1
565,eatout,1
566, thanks hope you have a good one,2
567,  you too thanks for completing  calvin appreciated,2
568,morning everyone sorry for going early last night had bad news felt totally    today is a new day,0
569,wow the new google icons suck   httpbitlyz7jie,1
570, hahah that was the best thank god for terry he was laughing so hard i miss him   i remember racing trucks with him that ,2
571, tell his people to contact my people,1
572, kill it jasmine havent talked to you for ages,0
573,got an awesome hair cut todayyyy  it looks so hottt haha doing homework,2
574,youre never alone just when you think no one cares you realize that there always one person you cares for you,1
575, someones a sweet tooth  i was dying for somethin sweet so ive attacked the chock coated tiny teddies all i could find lol,2
576,my applemouse doesnt work on my shiny red coffee table,0
577, 2 in commentary   i was with her was sad very sad,0
578,yet another good weekend with someone sigh man i like the boy,2
579,about to head to the strand goodnight,2
580, every day of my life lately    i feel ya girl 3,1
581, hiya been looking for you1,2
582, aw that stinks im sorry,0
583,is trying to recover from a broken heartyet again for the 2nd or 3rd time,1
584, ach probably not they are labeled as mi5 which i believe was the name used when they aired on bbc america,1
585, ha did she find out the only thing google came up with was some database acronym and dibbs on the front seat aka shotgun,1
586,witty  yes francebelgium was good  carnt belive how much traffic we hit on the way back,1
587,my comp is being slo w,0
588, you didnt send me the text,1
589, oh mannn im gonna be there tomorroww,1
590, unfortunately not  i have to take it to a repair shop or replace it,0
591,  come to vietnam to make a live show miley there are so much fans love you at viet nam,2
592, you guys could have fun in a cardboard box i miss you already bro,0
593,a little twitter mention on snl,1
594,josies out of surgery shes now officially unable to procreate and shes way out of it poor medicated baby,0
595,i signed up for an account on a political website so i could post a comment but it isnt working,0
596,nigerianboi thanks jt i also enjoyed it i will r u following me ill follow u back,2
597,me and mum are lost in grangemouth utter hilarity totally lost,1
598, sorry 19femaleatl very lonely,0
599,feeling awful new medication is making me nauseous,0
600, inooo arent they just  i wanna just go down there now an meet kyle again im too obsessed its not fair,0
601,i need a bear hug  and im going to camp today,1
602, if i could id send california sunshine your way,2
603,i need a present for my mom  could anybody help me ,2
604, i am in weirton julie way up north at the tippy top lol we dont think southern wv folks like us too much,0
605,learning how to use twitter,1
606,bad mood and i dont feel good too bad no one cares,0
607, i love you so much  just got into my hiding spot gonna go check out datalounge,2
608,  try this one  ,1
609,  youre diabetic   so is my dad   i might be too not sure  are you still allowed to eat sugar throughout the day,0
610,i just really want to sleep butmy eyes wont let me,0
611, you should check yourz rayne,1
612,66 i havent had slipons in years since my checkered days matter of fact i only have my torn up all black classics,1
613, ian and i are going to a matinee tomorrow or thats the plan at leastits going to be too expensive for 3d at night,0
614,he will be here in less than hour,1
615, i know but work is so boring i prefer the  take on life,0
616, gmorning hermana thank you for your testimonial it is wonderful posted already,2
617, ha nothing any man does is right on mothers day except for taking kids off mums hands for whole day,1
618,ahhh  whatchu talkinã¯â¿â½ baby  hahaha i canã¯â¿â½t believe youuo heh actually i can life is worth taking risks httptumblrcomxs81qy54s,2
619, our raid leader made us run drills to practice switching,1
620, and clang rocks so youre using it right  anyways according to the comments its in apples gcc too dunno how public tho,1
621,unlike cierra i look like poop today whatevahh lol,1
622,off to enjoy a hanami picnic at the cherry tree park hope the weather stays nice,2
